0.028
0.035
0.045
0.051
0.058
0.066
0.076
0.085
0.095
0.105
0.116
0.172
0.16
0.254
0.258
0.352
0.212
0.215
0.26
0.283
0.3
0.276
0.324
0.309
0.311
0.359
0.343
0.355
0.366
0.567
0.409
0.419
0.417
0.44
0.446
0.449
0.499
0.652
0.663
0.659
0.553
0.545
0.55
0.58
0.592
0.605
0.622
0.622
0.628
0.647
0.65
0.686
0.701
0.698
0.722
0.742
0.746
0.763
0.771
0.785
0.794
0.82
0.829
0.831
0.837
0.863
0.878
0.899
0.899
0.923
0.925
0.962
0.982
0.965
0.988
0.999
0.996
1.018
1.045
1.054
1.06
1.067
1.175
1.124
1.119
1.127
1.138
1.151
1.159
1.191
1.193
1.212
1.221
1.267
1.256
1.259
1.274
1.285
1.295
1.314
